date|type|line|remark
2025-12-18|sup|6662.75|
2025-12-18|sup|6719|
2025-12-18|sup|6728.25|!
2025-12-17|res|6886.5|!
2025-12-17|res|6889.75|
2025-12-17|res|6932.25|!
2025-12-17|res|6972|!
2025-12-17|res|6983.25|
2025-12-17|res|7012.5|!
2025-12-17|res|7018.75|
2025-12-17|res|7064.75|!
2025-12-17|sup|6590.5|
2025-12-17|sup|6662.75|
2025-12-17|sup|6719|
2025-12-17|sup|6728.25|!
2025-12-17|sup|6812|
2025-12-17|sup|6821.75|!
2025-12-09|res|6868.75|?
2025-12-09|res|6891.5|!
2025-12-09|res|6893.25|
2025-12-09|res|6903.5|
2025-12-09|res|6918.25|!
2025-12-09|res|6952.25|!
2025-12-09|sup|6787.5|
2025-12-09|sup|6793.75|!
2025-12-09|sup|6812.25|
2025-12-09|sup|6818|!
2025-12-09|sup|6833|!
2025-12-09|sup|6836.25|?
2025-12-08|res|6892.75|!
2025-12-08|res|6903.5|!
2025-12-08|res|6918.25|!
2025-12-08|res|6952.25|!
2025-12-08|sup|6787.5|
2025-12-08|sup|6793.75|!
2025-12-08|sup|6812.25|
2025-12-08|sup|6818|!
2025-12-08|sup|6832.25|!
2025-12-08|sup|6836.75|?
2025-12-08|sup|6856.75|!
2025-12-08|sup|6866.75|?
2025-12-02|res|6856.25|?
2025-12-02|res|6865.75|!
2025-12-02|res|6893.25|!
2025-12-02|res|6899|
2025-12-02|res|6918.25|?
2025-12-02|res|6952.25|
2025-12-02|sup|6508|
2025-12-02|sup|6531.75|?
2025-12-02|sup|6588.25|!
2025-12-02|sup|6652.25|!
2025-12-02|sup|6670.25|?
2025-12-02|sup|6732.5|!
2025-12-02|sup|6787.5|!
2025-12-02|sup|6793.75|?
2025-11-24|res|6686.25|?
2025-11-24|res|6708.75|!
2025-11-24|res|6791.25|!
2025-11-24|res|6800.5|
2025-11-24|res|6844.25|!
2025-11-24|res|6850.25|
2025-11-24|res|6893.25|!
2025-11-24|res|6899|
2025-11-24|res|6918.25|?
2025-11-24|res|6952.25|
2025-11-24|sup|6418.75|
2025-11-24|sup|6427|!
2025-11-24|sup|6482|!
2025-11-24|sup|6508|
2025-11-24|sup|6531.75|?
2025-11-24|sup|6600.25|!
2025-11-20|res|6800.5|!
2025-11-20|res|6889|
2025-11-20|res|6893.25|!
2025-11-20|res|6918.25|?
2025-11-20|res|6952.25|
2025-11-20|sup|6418.75|
2025-11-20|sup|6427|!
2025-11-20|sup|6482|
2025-11-20|sup|6491.25|!
2025-11-20|sup|6508|?
2025-11-20|sup|6544.75|
2025-11-20|sup|6571.75|
2025-11-20|sup|6603.5|!
2025-11-20|sup|6658.25|?
2025-11-19|res|6686.25|!
2025-11-19|res|6778.5|?
2025-11-19|res|6800.5|!
2025-11-19|res|6889|
2025-11-19|res|6893.25|!
2025-11-19|sup|6418.75|
2025-11-19|sup|6427|!
2025-11-19|sup|6482|
2025-11-19|sup|6491.25|!
2025-11-19|sup|6508|?
2025-11-19|sup|6544.75|
2025-11-19|sup|6571.75|
2025-11-19|sup|6603.5|?
2025-11-17|res|6823.5|?
2025-11-17|res|6866.25|!
2025-11-17|res|6901|!
2025-11-17|res|6918.25|
2025-11-17|res|6942|!
2025-11-17|res|6952.5|
2025-11-17|sup|6567|
2025-11-17|sup|6571.75|!
2025-11-17|sup|6618.75|
2025-11-17|sup|6631.75|!
2025-11-17|sup|6664.25|!
2025-11-17|sup|6670.5|?
2025-11-17|sup|6740.5|?
2025-11-11|res|6866.25|?
2025-11-11|res|6907.25|?
2025-11-11|res|6918.25|!
2025-11-11|res|6952.25|
2025-11-11|res|6973.75|!
2025-11-11|res|6999.5|!
2025-11-11|res|7045.25|!
2025-11-11|sup|6631.5|!
2025-11-11|sup|6655.25|?
2025-11-11|sup|6733.75|?
2025-11-11|sup|6763.5|?
2025-11-11|sup|6795.25|!
2025-11-11|sup|6804.5|?
2025-11-11|sup|6836.25|?
2025-11-05|res|6841.75|!
2025-11-05|res|6845|
2025-11-05|res|6868.25|?
2025-11-05|res|6907.25|?
2025-11-05|res|6918.25|!
2025-11-05|res|6952.25|
2025-11-05|res|6973.75|!
2025-11-05|res|6999.5|!
2025-11-05|res|7045.25|!
2025-11-05|sup|6571.5|
2025-11-05|sup|6631.5|!
2025-11-05|sup|6641.75|?
2025-11-05|sup|6694|!
2025-11-05|sup|6740|
2025-11-05|sup|6752.75|!
2025-10-21|res|6809.5|!
2025-10-21|res|6831.5|!
2025-10-21|res|6878.25|!
2025-10-21|sup|6419.75|
2025-10-21|sup|6425.5|!
2025-10-21|sup|6475.25|
2025-10-21|sup|6481.75|!
2025-10-21|sup|6512.25|!
2025-10-21|sup|6540.25|
2025-10-21|sup|6571.5|!
2025-10-21|sup|6631.5|?
2025-10-21|sup|6746.75|!
2025-10-21|sup|6758.75|?
2025-10-20|res|6746.75|?
2025-10-20|res|6764|!
2025-10-20|res|6809.5|!
2025-10-20|res|6909|
2025-10-20|sup|6419.75|
2025-10-20|sup|6425.5|!
2025-10-20|sup|6475.25|
2025-10-20|sup|6481.75|!
2025-10-20|sup|6512.25|!
2025-10-20|sup|6540.25|
2025-10-20|sup|6571.5|!
2025-10-20|sup|6631.5|?
2025-10-16|res|6726.5|?
2025-10-16|res|6731|!
2025-10-16|res|6764|!
2025-10-16|res|6809.5|!
2025-10-16|res|6824.5|!
2025-10-16|res|6882.5|!
2025-10-16|sup|6482|
2025-10-16|sup|6507.5|!
2025-10-16|sup|6540.25|
2025-10-16|sup|6593.5|!
2025-10-16|sup|6651.5|!
2025-10-15|res|6719|!
2025-10-15|res|6748.5|?
2025-10-15|res|6757|!
2025-10-15|res|6809.5|!
2025-10-15|res|6877.75|!
2025-10-15|sup|6482|
2025-10-15|sup|6507.5|!
2025-10-15|sup|6540.25|
2025-10-15|sup|6593.5|!
2025-10-15|sup|6624.5|?
2025-09-30|res|6735.75|!
2025-09-30|res|6756.5|!
2025-09-30|res|6774|!
2025-09-30|sup|6611|
2025-09-30|sup|6615.5|!
2025-09-30|sup|6628.25|
2025-09-30|sup|6631.5|!
2025-09-30|sup|6653.5|
2025-09-30|sup|6656.75|!
2025-09-30|sup|6675.5|
2025-09-30|sup|6678|!
2025-09-30|sup|6694.5|
2025-09-30|sup|6698.75|!
2025-09-29|res|6728.75|?
2025-09-29|res|6735.5|!
2025-09-29|res|6756.5|!
2025-09-29|res|6767|!
2025-09-29|sup|6402|?
2025-09-29|sup|6611|
2025-09-29|sup|6615.5|!
2025-09-29|sup|6628.25|
2025-09-29|sup|6631.5|!
2025-09-29|sup|6653.5|
2025-09-29|sup|6656.75|!
2025-09-29|sup|6678|
2025-09-29|sup|6681.5|!
2025-09-29|sup|6698.75|!
2025-09-25|res|6728.75|!
2025-09-25|res|6756.5|!
2025-09-25|res|6780.5|!
2025-09-25|sup|6545.25|!
2025-09-25|sup|6581.5|!
2025-09-25|sup|6592.5|?
2025-09-25|sup|6628.25|
2025-09-25|sup|6631.5|!
2025-09-25|sup|6678|
2025-09-25|sup|6681.5|!
2025-09-18|res|6695|!
2025-09-18|res|6717.5|?
2025-09-18|res|6744.75|!
2025-09-18|res|6789|
2025-09-18|sup|6509.25|
2025-09-18|sup|6544.75|!
2025-09-18|sup|6577|
2025-09-18|sup|6616.5|?
2025-09-18|sup|6632.5|
2025-09-18|sup|6639.5|!
2025-09-18|sup|6659.75|!
2025-09-18|sup|6663.25|?
2025-09-09|res|6522.75|!
2025-09-09|res|6524.25|?
2025-09-09|res|6540.5|!
2025-09-09|res|6550.5|
2025-09-09|res|6563.75|!
2025-09-09|res|6606.75|!
2025-09-09|sup|6315.75|
2025-09-09|sup|6331.75|!
2025-09-09|sup|6358.25|
2025-09-09|sup|6364.25|!
2025-09-09|sup|6372|?
2025-09-09|sup|6426.5|
2025-09-09|sup|6453.25|
2025-09-09|sup|6491.25|!
2025-09-08|res|6496.25|!
2025-09-08|res|6499|?
2025-09-08|res|6522.75|!
2025-09-08|res|6540.5|!
2025-09-08|res|6542|
2025-09-08|res|6563.75|!
2025-09-08|res|6606.75|!
2025-09-08|sup|6315.75|
2025-09-08|sup|6331.75|!
2025-09-08|sup|6358.25|
2025-09-08|sup|6364.25|!
2025-09-08|sup|6372|?
2025-09-08|sup|6426.5|
2025-09-08|sup|6453.25|?
2025-09-04|res|6484.25|?
2025-09-04|res|6495.25|?
2025-09-04|res|6507|!
2025-09-04|res|6520.5|!
2025-09-04|res|6526.75|
2025-09-04|res|6538.25|!
2025-09-04|res|6563.75|!
2025-09-04|sup|6315.75|
2025-09-04|sup|6331.75|!
2025-09-04|sup|6358.25|
2025-09-04|sup|6364.25|!
2025-09-04|sup|6377|?
2025-09-04|sup|6426.5|
2025-09-04|sup|6453.25|?
2025-09-03|res|6455.5|?
2025-09-03|res|6491.5|?
2025-09-03|res|6495.25|!
2025-09-03|res|6508|?
2025-09-03|res|6520.5|
2025-09-03|res|6538.25|!
2025-09-03|res|6563.75|!
2025-09-03|sup|6246.5|
2025-09-03|sup|6254.5|!
2025-09-03|sup|6277|
2025-09-03|sup|6288.5|!
2025-09-03|sup|6315.75|
2025-09-03|sup|6331.75|!
2025-09-03|sup|6358.25|
2025-09-03|sup|6364.25|!
2025-09-03|sup|6377|?
2025-09-02|res|6491.5|?
2025-09-02|res|6495.25|!
2025-09-02|res|6508|?
2025-09-02|res|6520.5|
2025-09-02|res|6538.25|!
2025-09-02|res|6563.75|!
2025-09-02|sup|6315.75|
2025-09-02|sup|6331.75|!
2025-09-02|sup|6358.25|
2025-09-02|sup|6364.25|!
2025-09-02|sup|6391|!
2025-09-02|sup|6435|?
2025-09-02|sup|6455|?
2025-09-01|res|6491.5|?
2025-09-01|res|6495.25|!
2025-09-01|res|6508|?
2025-09-01|res|6520.5|
2025-09-01|res|6538.25|!
2025-09-01|res|6563.75|!
2025-09-01|sup|6315.75|
2025-09-01|sup|6331.75|!
2025-09-01|sup|6358.25|
2025-09-01|sup|6364.25|!
2025-09-01|sup|6391|!
2025-09-01|sup|6435|?
2025-09-01|sup|6448.75|!
2025-09-01|sup|6454.25|?
2025-08-28|res|6495.25|!
2025-08-28|res|6508|!
2025-08-28|res|6512.25|
2025-08-28|res|6532|!
2025-08-28|res|6558.5|!
2025-08-28|sup|6315.75|
2025-08-28|sup|6331.75|!
2025-08-28|sup|6358.25|
2025-08-28|sup|6364.25|!
2025-08-28|sup|6391|!
2025-08-28|sup|6397.75|?
2025-08-28|sup|6435|!
2025-08-28|sup|6452.25|!
2025-08-28|sup|6460.75|?
2025-08-27|res|6495.25|?
2025-08-27|res|6508|
2025-08-27|res|6525|!
2025-08-27|res|6560.5|!
2025-08-27|sup|6315.75|
2025-08-27|sup|6331.75|!
2025-08-27|sup|6358.25|
2025-08-27|sup|6364.25|!
2025-08-27|sup|6391|!
2025-08-27|sup|6397.75|?
2025-08-27|sup|6435|!
2025-08-27|sup|6452.25|?
2025-08-26|res|6428|!
2025-08-26|res|6454.25|!
2025-08-26|res|6482.5|?
2025-08-26|res|6508|
2025-08-26|res|6580.5|!
2025-08-26|res|6665|!
2025-08-26|sup|6315.75|
2025-08-26|sup|6331.75|!
2025-08-26|sup|6358.25|
2025-08-26|sup|6364.25|!
2025-08-26|sup|6400.25|?
2025-08-26|sup|6430.5|?
2025-08-25|res|6495.25|?
2025-08-25|res|6508|!
2025-08-25|res|6532.75|!
2025-08-25|res|6580.5|!
2025-08-25|res|6665|!
2025-08-25|sup|6315.75|
2025-08-25|sup|6331.75|!
2025-08-25|sup|6358.25|
2025-08-25|sup|6364.25|!
2025-08-25|sup|6400.25|?
2025-08-25|sup|6430.5|?
2025-08-25|sup|6448.25|!
2025-08-25|sup|6454.25|?
2025-08-21|res|6442|?
2025-08-21|res|6454.75|!
2025-08-21|res|6476.25|?
2025-08-21|res|6502.25|?
2025-08-21|res|6508|!
2025-08-21|res|6521.75|!
2025-08-21|sup|6315.75|
2025-08-21|sup|6331.75|!
2025-08-21|sup|6358.25|
2025-08-21|sup|6364.25|!
2025-08-21|sup|6391.5|?
2025-08-20|res|6436.5|?
2025-08-20|res|6454.75|!
2025-08-20|res|6476.25|?
2025-08-20|res|6502.25|?
2025-08-20|res|6508|!
2025-08-20|res|6521.75|!
2025-08-20|res|6544|!
2025-08-20|sup|6315.75|
2025-08-20|sup|6331.75|!
2025-08-20|sup|6358.25|
2025-08-20|sup|6364.25|!
2025-08-20|sup|6391.5|?
2025-08-20|sup|6408.5|!
2025-08-19|res|6475.25|?
2025-08-19|res|6502.25|?
2025-08-19|res|6508|!
2025-08-19|res|6526.5|!
2025-08-19|res|6544|!
2025-08-19|sup|6331.75|!
2025-08-19|sup|6358.25|
2025-08-19|sup|6364.25|!
2025-08-19|sup|6391.5|?
2025-08-19|sup|6408.5|?
2025-08-19|sup|6429.5|!
2025-08-19|sup|6456.5|!
2025-08-18|res|6502.25|?
2025-08-18|res|6508|!
2025-08-18|res|6526.5|!
2025-08-18|res|6544|!
2025-08-18|sup|6331.75|!
2025-08-18|sup|6358.25|
2025-08-18|sup|6364.25|!
2025-08-18|sup|6391.5|?
2025-08-18|sup|6408.5|?
2025-08-18|sup|6429.5|!
2025-08-18|sup|6460.75|
2025-08-18|sup|6466.25|!
2025-08-12|res|6429.5|!
2025-08-12|res|6459.25|!
2025-08-12|res|6467|
2025-08-12|res|6500.75|!
2025-08-12|sup|6277|!
2025-08-12|sup|6288.5|?
2025-08-12|sup|6331.75|!
2025-08-12|sup|6358.25|
2025-08-12|sup|6364.25|!
2025-08-12|sup|6392.75|?
2025-08-11|res|6429.5|?
2025-08-11|res|6459.25|!
2025-08-11|res|6467|
2025-08-11|res|6500.75|!
2025-08-11|sup|6277|!
2025-08-11|sup|6288.5|?
2025-08-11|sup|6315.75|
2025-08-11|sup|6331.5|!
2025-08-11|sup|6357.5|!
2025-08-11|sup|6367|?
2025-08-11|sup|6390|!
2025-08-11|sup|6402|?
2025-08-05|res|6374.25|!
2025-08-05|res|6421.25|
2025-08-05|res|6458.5|!
2025-08-05|res|6467|
2025-08-05|res|6497.75|!
2025-08-05|sup|6103.5|!
2025-08-05|sup|6137|
2025-08-05|sup|6187.25|!
2025-08-05|sup|6227.25|
2025-08-05|sup|6241|!
2025-08-05|sup|6294.5|!
2025-08-05|sup|6331.75|?
2025-08-04|res|6339.25|!
2025-08-04|res|6343|
2025-08-04|res|6374.25|!
2025-08-04|res|6415.5|!
2025-08-04|res|6421.25|
2025-08-04|res|6458.5|!
2025-08-04|res|6467|
2025-08-04|sup|6103.5|!
2025-08-04|sup|6137|
2025-08-04|sup|6187.25|!
2025-08-04|sup|6227.25|
2025-08-04|sup|6241|!
2025-07-31|res|6456.25|!
2025-07-31|res|6485.5|!
2025-07-31|res|6515.75|!
2025-07-31|res|6575|!
2025-07-31|sup|6340|?
2025-07-31|sup|6353.5|!
2025-07-31|sup|6373.75|?
2025-07-31|sup|6393.5|
2025-07-31|sup|6422.75|?
2025-07-31|sup|6441.5|?
2025-07-31|sup|6456.25|!
2025-07-29|res|6433.5|!
2025-07-29|res|6456.25|!
2025-07-29|res|6481.5|!
2025-07-29|res|6505.25|!
2025-07-29|sup|6318.75|
2025-07-29|sup|6323.5|!
2025-07-29|sup|6340|?
2025-07-29|sup|6353.5|!
2025-07-29|sup|6373.75|?
2025-07-29|sup|6393.5|!
2025-07-29|sup|6407.25|!
2025-07-29|sup|6410.5|?
2025-07-22|res|6354|!
2025-07-22|res|6356.25|
2025-07-22|res|6373.75|!
2025-07-22|res|6387.5|!
2025-07-22|sup|6159.5|!
2025-07-22|sup|6185.5|!
2025-07-22|sup|6207|!
2025-07-22|sup|6227|!
2025-07-22|sup|6236.25|?
2025-07-22|sup|6246.25|
2025-07-22|sup|6254.5|!
2025-07-22|sup|6277|?
2025-07-22|sup|6288.5|?
2025-07-22|sup|6318|
2025-07-22|sup|6323.5|!
2025-07-21|res|6356.25|?
2025-07-21|res|6372.25|!
2025-07-21|res|6387.5|!
2025-07-21|sup|6159.5|!
2025-07-21|sup|6185.5|!
2025-07-21|sup|6207|!
2025-07-21|sup|6227|!
2025-07-21|sup|6236.25|?
2025-07-21|sup|6246.25|
2025-07-21|sup|6254.5|!
2025-07-21|sup|6277|?
2025-07-21|sup|6288.5|?
2025-07-21|sup|6320|
2025-07-21|sup|6323.5|!
2025-07-17|res|6307|?
2025-07-17|res|6315|!
2025-07-17|res|6335.25|!
2025-07-17|res|6342.25|
2025-07-17|res|6372.25|!
2025-07-17|res|6401.5|!
2025-07-17|sup|6159.5|!
2025-07-17|sup|6185.5|!
2025-07-17|sup|6207|!
2025-07-17|sup|6227|!
2025-07-17|sup|6236.25|?
2025-07-17|sup|6246.25|
2025-07-17|sup|6254.5|!
2025-07-17|sup|6277|?
2022-12-01|res|4094.75|?
2022-12-01|res|4137.75|!
2022-12-01|res|4174.75|
2022-12-01|res|4203.75|
2022-12-01|res|4234.5|
2022-12-01|sup|3928.5|!
2022-12-01|sup|3942.5|
2022-12-01|sup|3990.25|!
2022-12-01|sup|4032.5|
2022-12-01|sup|4038.5|!
2022-11-08|res|3822|!
2022-11-08|res|3871|?
2022-11-08|res|3880.5|!
2022-11-08|res|3907|!
2022-11-08|res|3926|
2022-11-08|sup|3506.75|
2022-11-08|sup|3580.25|
2022-11-08|sup|3647|!
2022-11-08|sup|3715.25|
2022-11-08|sup|3757.5|
2022-11-08|sup|3774|!
2022-10-19|res|3776|?
2022-10-19|res|3819.25|!
2022-10-19|res|3832|
2022-10-19|res|3903.75|?
2022-10-19|res|3934.25|
2022-10-19|res|3979.5|
2022-10-19|res|4034|!
2022-10-19|sup|3506.75|
2022-10-19|sup|3580.25|
2022-10-19|sup|3617.5|!
2022-10-19|sup|3660|?
2022-10-19|sup|3703.5|
2022-10-19|sup|3723.75|?
2022-09-15|res|3979.75|?
2022-09-15|res|3997.75|!
2022-09-15|res|4035.75|!
2022-09-15|res|4042.5|
2022-09-15|res|4090.25|!
2022-09-15|res|4138.25|?
2022-09-15|res|4175.5|!
2022-09-15|res|4203.75|!
2022-09-15|res|4231|!
2022-09-15|res|4277.5|!
2022-09-15|sup|3759.75|
2022-09-15|sup|3787.25|
2022-09-15|sup|3796|!
2022-09-15|sup|3838.25|!
2022-09-15|sup|3866.25|?
2022-09-15|sup|3900|
2022-09-15|sup|3902.5|!
2022-09-15|sup|3937.75|?
2022-09-12|res|4160|?
2022-09-12|res|4187|!
2022-09-12|res|4203.75|!
2022-09-12|res|4221.75|!
2022-09-12|res|4238.5|
2022-09-12|sup|3900|
2022-09-12|sup|3902.5|!
2022-09-12|sup|3937.75|?
2022-09-12|sup|3969.5|!
2022-09-12|sup|4025|
2022-06-29|res|3656.5|
2022-06-29|res|3836.75|!
2022-06-29|res|3870|!
2022-06-29|res|3886|?
2022-06-29|res|3913|!
2022-06-29|res|3937.25|?
2022-06-29|res|3947|!
2022-06-29|res|3979|!
2022-06-29|res|4008.25|?
2022-06-29|res|4044.75|!
2022-06-29|res|4076.5|
2022-06-29|sup|3696.75|!
2022-06-29|sup|3737.5|
2022-06-29|sup|3781.75|!
2022-06-29|sup|3817|!
2022-05-26|res|3994|?
2022-05-26|res|4042.75|!
2022-05-26|res|4055|
2022-05-26|res|4094.5|!
2022-05-26|res|4111|!
2022-05-26|res|4152.25|!
2022-05-26|res|4157|
2022-05-26|res|4194.5|
2022-05-26|sup|3681.75|
2022-05-26|sup|3744.25|!
2022-05-26|sup|3807.25|!
2022-05-26|sup|3855.75|
2022-05-26|sup|3873.25|!
2022-05-26|sup|3904|
2022-05-26|sup|3911.75|!
2022-05-26|sup|3928.5|!
2022-04-11|res|4471.75|!
2022-04-11|res|4516.25|!
2022-04-11|res|4519.25|
2022-04-11|res|4539.5|!
2022-04-11|res|4555.25|!
2022-04-11|res|4587.75|
2022-04-11|sup|4325.25|
2022-04-11|sup|4367.25|
2022-04-11|sup|4393.75|?
2022-04-11|sup|4416|
2022-04-11|sup|4435.75|?
2022-04-11|sup|4444.25|!
